project_code,risk_score,overall_risk,cost_risk_level,time_risk_level,num_warnings,explanation
618850,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618851,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.5% probability).

Early Warning:
Project requires closer monitoring."
618852,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.0% probability).

Early Warning:
Project requires closer monitoring."
618878,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.9% probability).

Early Warning:
Project requires closer monitoring."
618879,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.0% probability).

Early Warning:
Project requires closer monitoring."
618880,3,HIGH,LOW,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (84.3% probability).

Early Warning:
Project requires closer monitoring."
618881,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 136.3% of original time elapsed, but only 35.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618888,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
618889,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
618890,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.2% probability).

Early Warning:
Project requires closer monitoring."
618891,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 124.9% of original time elapsed, but only 31.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618921,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (88.0% probability).

Early Warning:
Project requires closer monitoring."
618922,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.2% probability).

Early Warning:
Project requires closer monitoring."
619003,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (95.9% probability).

Early Warning:
Project requires closer monitoring."
619153,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (90.0% probability).

Early Warning:
Project requires closer monitoring."
618038,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 116.7% of original time elapsed, but only 3.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618201,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.7% probability).

Early Warning:
Project requires closer monitoring."
618202,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (83.3% probability).
* Low progress near planned completion. 166.8% of original time elapsed, but only 46.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618203,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.4% probability).

Early Warning:
Project requires closer monitoring."
618204,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.0% probability).

Early Warning:
Project requires closer monitoring."
618205,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.2% probability).

Early Warning:
Project requires closer monitoring."
618206,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (79.7% probability).
* Low progress near planned completion. 93.5% of original time elapsed, but only 41.7% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618221,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.7% probability).

Early Warning:
Project requires closer monitoring."
618222,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.5% probability).

Early Warning:
Project requires closer monitoring."
618223,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.0% probability).

Early Warning:
Project requires closer monitoring."
618224,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618225,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.8% probability).

Early Warning:
Project requires closer monitoring."
618226,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.5% probability).

Early Warning:
Project requires closer monitoring."
618394,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618395,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.5% probability).

Early Warning:
Project requires closer monitoring."
618397,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618398,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.5% probability).

Early Warning:
Project requires closer monitoring."
618399,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.9% probability).

Early Warning:
Project requires closer monitoring."
618400,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.6% probability).

Early Warning:
Project requires closer monitoring."
618406,4,HIGH,LOW,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.1% probability).
* Significant expenditure-progress mismatch. Expenditure is 123.5% but physical progress is only 92.5% (Gap: 31.0%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
618407,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.1% probability).

Early Warning:
Project requires closer monitoring."
618494,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.3% probability).

Early Warning:
Project requires closer monitoring."
618495,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.1% probability).

Early Warning:
Project requires closer monitoring."
618496,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.6% probability).

Early Warning:
Project requires closer monitoring."
618497,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.2% probability).

Early Warning:
Project requires closer monitoring."
618541,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.2% probability).

Early Warning:
Project requires closer monitoring."
618542,3,HIGH,LOW,MEDIUM,1,"Overall Risk: HIGH

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 32.0% but physical progress is only 0.0% (Gap: 32.0%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
618543,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (81.7% probability).
* Low progress near planned completion. 166.6% of original time elapsed, but only 30.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618544,3,HIGH,LOW,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (98.1% probability).

Early Warning:
Project requires closer monitoring."
618545,3,HIGH,LOW,HIGH,4,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (89.1% probability).
* Significant expenditure-progress mismatch. Expenditure is 68.8% but physical progress is only 42.8% (Gap: 26.0%).
* Low progress near planned completion. 200.2% of original time elapsed, but only 42.8% physical progress.

Early Warning:
Multiple simultaneous warning indicators triggered. Project requires closer monitoring."
618547,3,HIGH,LOW,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (93.1% probability).

Early Warning:
Project requires closer monitoring."
618549,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.0% probability).

Early Warning:
Project requires closer monitoring."
618550,3,HIGH,LOW,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
618967,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.4% probability).

Early Warning:
Project requires closer monitoring."
619038,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.8% probability).

Early Warning:
Project requires closer monitoring."
618060,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.6% probability).

Early Warning:
Project requires closer monitoring."
618083,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 220.4% of original time elapsed, but only 5.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618084,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.4% probability).

Early Warning:
Project requires closer monitoring."
618127,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 223.1% of original time elapsed, but only 15.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618641,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 95.8% of original time elapsed, but only 9.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618642,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (94.5% probability).

Early Warning:
Project requires closer monitoring."
618644,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (90.9% probability).

Early Warning:
Project requires closer monitoring."
618645,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (87.3% probability).

Early Warning:
Project requires closer monitoring."
618729,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.6% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618730,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.6% of original time elapsed, but only 5.7% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618731,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.6% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618733,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.6% of original time elapsed, but only 0.1% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618736,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 93.5% of original time elapsed, but only 49.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618737,2,MEDIUM,LOW,LOW,1,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 89.2% but physical progress is only 0.0% (Gap: 89.2%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
618830,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (86.9% probability).

Early Warning:
Project requires closer monitoring."
618831,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 29.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618832,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 120.7% of original time elapsed, but only 11.1% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618863,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.4% probability).

Early Warning:
Project requires closer monitoring."
618947,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (92.4% probability).

Early Warning:
Project requires closer monitoring."
618949,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (91.9% probability).

Early Warning:
Project requires closer monitoring."
618950,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 83.2% of original time elapsed, but only 12.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619005,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 13.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617935,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.9% probability).

Early Warning:
Project requires closer monitoring."
617950,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 243.7% of original time elapsed, but only 22.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617951,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 223.1% of original time elapsed, but only 14.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617955,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.1% probability).

Early Warning:
Project requires closer monitoring."
617989,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.8% probability).

Early Warning:
Project requires closer monitoring."
617997,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 6.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617998,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.7% probability).

Early Warning:
Project requires closer monitoring."
617999,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.7% probability).

Early Warning:
Project requires closer monitoring."
618000,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.3% probability).

Early Warning:
Project requires closer monitoring."
618027,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.4% probability).

Early Warning:
Project requires closer monitoring."
618028,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 170.7% of original time elapsed, but only 36.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618029,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.8% probability).

Early Warning:
Project requires closer monitoring."
618031,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.8% probability).

Early Warning:
Project requires closer monitoring."
618086,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (74.5% probability).
* Low progress near planned completion. 221.9% of original time elapsed, but only 48.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618087,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.6% probability).

Early Warning:
Project requires closer monitoring."
618095,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.1% probability).

Early Warning:
Project requires closer monitoring."
618109,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.1% probability).

Early Warning:
Project requires closer monitoring."
618147,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.8% probability).

Early Warning:
Project requires closer monitoring."
618148,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.6% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618149,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.6% probability).

Early Warning:
Project requires closer monitoring."
618151,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 111.1% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618184,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.8% probability).

Early Warning:
Project requires closer monitoring."
618185,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 179.2% of original time elapsed, but only 12.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618189,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 124.9% of original time elapsed, but only 25.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618517,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.9% probability).

Early Warning:
Project requires closer monitoring."
618518,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.9% probability).

Early Warning:
Project requires closer monitoring."
618520,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.9% probability).

Early Warning:
Project requires closer monitoring."
618630,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.3% probability).

Early Warning:
Project requires closer monitoring."
618649,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.9% probability).

Early Warning:
Project requires closer monitoring."
618650,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 124.9% of original time elapsed, but only 24.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618651,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.1% probability).

Early Warning:
Project requires closer monitoring."
618697,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (78.6% probability).
* Low progress near planned completion. 126.0% of original time elapsed, but only 39.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618702,3,HIGH,LOW,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.4% probability).

Early Warning:
Project requires closer monitoring."
618706,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.2% probability).

Early Warning:
Project requires closer monitoring."
618707,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 83.2% of original time elapsed, but only 12.7% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618709,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618799,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.5% probability).

Early Warning:
Project requires closer monitoring."
618870,3,HIGH,MEDIUM,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (70.1% probability).
* Low progress near planned completion. 170.7% of original time elapsed, but only 27.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618871,2,MEDIUM,LOW,MEDIUM,2,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 36.4% but physical progress is only 14.5% (Gap: 21.8%).
* Low progress near planned completion. 170.7% of original time elapsed, but only 14.5% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
618872,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 170.7% of original time elapsed, but only 19.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618873,2,MEDIUM,LOW,MEDIUM,2,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 38.4% but physical progress is only 17.4% (Gap: 21.1%).
* Low progress near planned completion. 174.9% of original time elapsed, but only 17.4% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
618887,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.1% probability).

Early Warning:
Project requires closer monitoring."
618896,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.7% probability).

Early Warning:
Project requires closer monitoring."
619065,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.9% probability).

Early Warning:
Project requires closer monitoring."
619071,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.1% probability).

Early Warning:
Project requires closer monitoring."
619072,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.5% probability).

Early Warning:
Project requires closer monitoring."
619073,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.9% probability).

Early Warning:
Project requires closer monitoring."
619096,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.9% probability).

Early Warning:
Project requires closer monitoring."
619106,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (79.2% probability).
* Low progress near planned completion. 166.8% of original time elapsed, but only 40.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619107,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 120.7% of original time elapsed, but only 15.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619108,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (78.9% probability).
* Low progress near planned completion. 120.7% of original time elapsed, but only 40.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619117,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.8% probability).

Early Warning:
Project requires closer monitoring."
619120,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.2% probability).

Early Warning:
Project requires closer monitoring."
619138,2,MEDIUM,MEDIUM,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 241.3% of original time elapsed, but only 24.7% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619150,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.0% probability).

Early Warning:
Project requires closer monitoring."
619164,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.6% probability).

Early Warning:
Project requires closer monitoring."
619211,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.8% probability).

Early Warning:
Project requires closer monitoring."
619214,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.8% probability).

Early Warning:
Project requires closer monitoring."
619218,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.0% probability).

Early Warning:
Project requires closer monitoring."
619219,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.0% probability).

Early Warning:
Project requires closer monitoring."
619220,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.7% probability).

Early Warning:
Project requires closer monitoring."
618070,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.0% probability).

Early Warning:
Project requires closer monitoring."
618595,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618596,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.1% probability).

Early Warning:
Project requires closer monitoring."
618597,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.4% probability).

Early Warning:
Project requires closer monitoring."
618598,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.0% probability).

Early Warning:
Project requires closer monitoring."
618599,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.0% probability).

Early Warning:
Project requires closer monitoring."
618600,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.9% probability).

Early Warning:
Project requires closer monitoring."
618601,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.6% probability).

Early Warning:
Project requires closer monitoring."
618602,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.6% probability).

Early Warning:
Project requires closer monitoring."
618603,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (93.4% probability).

Early Warning:
Project requires closer monitoring."
618604,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618605,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (95.9% probability).

Early Warning:
Project requires closer monitoring."
618606,3,HIGH,LOW,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (93.9% probability).

Early Warning:
Project requires closer monitoring."
618607,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (94.5% probability).

Early Warning:
Project requires closer monitoring."
618708,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (95.9% probability).

Early Warning:
Project requires closer monitoring."
619098,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.9% probability).

Early Warning:
Project requires closer monitoring."
619206,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
619207,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (95.9% probability).

Early Warning:
Project requires closer monitoring."
