priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
1120,400178,DINESH[MAKARDHOKRA-III] OC,WCL - CIL,Maharashtra,40.63,96.2473264631538,19.390020416099528,0.3988394584140202,35,MEDIUM,['Expenditure is high compared with physical progress.'],Project 400178 is classified as MEDIUM risk because expenditure is high relative to the physical progress achieved.
1121,613002,Redevelopment of Chennai Egmore Station,Ministry of Railways,Tamil Nadu,0.0,40.38004750593824,-0.675296912114005,9.783480352846851,35,MEDIUM,['Expenditure is high compared with physical progress.'],Project 613002 is classified as MEDIUM risk because expenditure is high relative to the physical progress achieved.
1122,400035,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing Dharmanagar Depot",Indian Oil Corporation Limited [IOCL],Tripura,97.7,82.59298780487804,0.5961585365853477,23.24831649831643,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 400035 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1123,709841,Old Pipe Line Replacement [OPRP] Group-A,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,94.6,97.22013523666416,3.706409293186196,32.0171115674198,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 709841 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1124,617915,Upgradation of Dindori-Sagartola-kabichabutra MP-CG border section of NH -45 from km 000Design to km 77.00 Design to Two lane with paved shoulder configration along with one time improvement in 04 nos. of bypaased built-up areas in a total length of 9.1 km in the state of Madhya Pradesh on EPC mode.,MoRTH,Madhya Pradesh,100.0,0.0,-5.891110165886956,40.56497948016424,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617915 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1125,619057,Construction of 4-Lane Badarpur Bypass from Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village to Design Chainage km 38600 on NH-37 Old NH-44 at Kandigram Chaita Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Pkg-3,NHIDCL,Assam,71.09,57.63591404590256,-0.1833838331069303,20.88486842105273,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619057 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1126,617899,Widening and Strengthening to 4LPS/2LPS from km 0.000 to 35.800 Kuakhia - Mangalpur section of NH 20 in the state of Odisha on Annual Plan 2021-22,MoRTH,Odisha,56.11,46.61216789812922,-0.4980820625688927,39.83584131326948,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617899 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1127,709845,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal",Oil and Natural Gas Corporation Limited [ONGC],Gujarat,70.9,56.12893209448969,26.531349272696858,2.271731190650171,30,MEDIUM,['Predicted cost overrun is high.'],Project 709845 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1128,617837,Siliguri Marketing Terminal [SMT] Capacity Augmentation Project,Numaligarh Refinery Limited,West Bengal,89.0,65.97520661157024,0.2857438016528652,21.1656606304494,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617837 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1129,617886,Widening of existing Single lane / Intermediate lane road to 2 lane from Km 101 to Km 125 of NH 61,MoRTH,Nagaland,44.46,0.0,0.6003965107059197,39.31232876712334,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617886 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1130,619101,4L Shahpur to Muktainagar from Km. 186.000 to km 216.278 of NH 753L Pkg II of Boregaon Buzurg to Muktainagar,NHAI,"Multi-States (Madhya Pradesh, Maharashtra)",64.0,42.12660164467393,-14.083164403646451,35.11506849315067,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619101 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1131,619106,4 Lane with PS from Des. Ch 182.300 to Des. Ch. 228.500 of Belgaum-Hungund- Raichur Section of NH 748 A Package-5,NHAI,Karnataka,40.63,22.367499211826107,-15.891818755035626,32.971232876712094,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619106 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1132,619107,4 Lane with PS from Des. Ch 136.100 to Des. Ch. 182.300 of Belgaum-Hungund- Raichur Section of NH-748A Package-4,NHAI,Karnataka,15.0,17.365278593269835,-2.986495451460704,26.217808219177822,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619107 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1133,619108,4 Lane with PS from Des. Ch 0.000 to Des. Ch. 43.800 of Belgaum-Hungund-Raichur Section of NH-748A Package-1,NHAI,Karnataka,40.21,33.75790915913331,-7.6421032338907455,22.8123287671234,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619108 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1134,617730,600 MW Khavda Solar Power Project,NLC India Limited [NLCIL],Gujarat,62.0,63.64045145914834,1.7078855464124136,26.87945205479461,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617730 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1135,709785,Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL],Indian Oil Corporation Limited [IOCL],Jharkhand,58.4,32.652051269362104,-0.0790815064087075,33.96532846715336,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 709785 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1136,618609,Construction of 4L Flyover from MES College Junction to Bogmalo Junction on NH- 566 from Km. 7.106 to Km. 10.460 and 4L VUP at Queeny Nagar Junction from Km. 3.330 to Km. 4.550,NHAI,Goa,59.18,36.32417724799171,-21.00902651809628,40.05150214592257,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618609 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1137,618393,"Construction for Mitigation Measures of 10 Nos. Landslides, 01 No. Sinking Zones and 1 No. of Minor Bridge in between at Ch. Km 368.00 to Km 433.00 on NH-07 on EPC Mode in Uttarakhand Package-1",NHIDCL,Uttarakhand,99.97,54.37973047812442,1.8327487539228928,38.686131386861305,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618393 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1138,618522,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,NHAI,Tamil Nadu,38.26,32.74880824982975,-2.663245451892137,39.73197492163013,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618522 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1139,618515,6L from Belgaum to Sankeshwar Bypass from Km. 515.000 to Km. 555.017 of NH-48 Pkg-I,National Highways Authority of India [NHAI],"Multi-States (Karnataka, Maharashtra)",100.0,79.65321435814236,-9.210619887784889,44.20920043811616,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618515 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1140,618498,6L Greenfield Kanpur - Lucknow Expressway Pkg II from km. 28.500 to km. 73.744,National Highways Authority of India [NHAI],Uttar Pradesh,99.8,47.69619187881338,2.892403987764783,40.02192982456141,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618498 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1141,618499,6L Elevated Kanpur - Lucknow Exeressway Pkg-1 from Km. 10980 to Km. 28500,NHAI,Uttar Pradesh,100.0,39.06910499052176,-7.92051963060207,44.202043132803645,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618499 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1142,618585,6L of Gonde Km. 439.038 to Pimpri Sado Km. 459.905 section of NH-848 Old NH-3,NHAI,Maharashtra,40.5,18.677138155975403,-14.074136743958176,21.552631578947256,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618585 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1143,618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,NHAI,Andhra Pradesh,39.1,21.641212497092795,-25.51069850376001,22.824657534246533,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618524 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1144,707069,Establishment of new GMC Kapurthala,"Medical Education, Ministry of Health and Family Welfare",Punjab,0.0,15.384615384615385,45.50618461538462,0.0,30,MEDIUM,['Predicted cost overrun is high.'],Project 707069 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1145,707070,Establishment of new GMC Hoshiarpur,"Medical Education, Ministry of Health and Family Welfare",Punjab,5.0,0.6276923076923077,24.612430769230777,0.0,30,MEDIUM,['Predicted cost overrun is high.'],Project 707070 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1146,400172,CHITRA EAST OC,ECL - CIL,Jharkhand,53.03,53.69754275375007,-0.0049611860153075,22.490790899241595,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 400172 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1147,618466,Vadodara Mumbai Expressway Jujuwa - Gandeva from Km. 154.600 to Km. 190.000 Phase-I Package-VIII,NHAI,Gujarat,4.85,5.163474378234017,2.455133220664349,49.805892547660335,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618466 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1148,618473,Vadodara Mumbai Expressway Phase II - Pkg XVII [Km. 69.800 to Km. 79.783 of Spur] Bhoj - Morbe,NHAI,Maharashtra,90.73,42.162739735950886,3.9771718854699447,46.62390350877215,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618473 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1149,618452,"2-laning of Zorinpui - Longmasu section of NH-502A from km 0.000 to km 28.244 in the State of Mizoram on EPC mode under NHO-NE, stretch of IMBR",NHIDCL,Mizoram,4.71,6.172539489671931,-0.1379292703204069,28.41917808219153,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618452 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1150,618414,Construction of Balance work for 2-lane with hard shoulder of Peren- Dimapur section on NH-129A from Design Km 126.775 to Km 146.208 Length 19.433 Km in the state of Nagaland on EPC mode under NHO-TSP Package-II,NHIDCL,Nagaland,96.53,52.64196193718088,0.2834983753675757,41.4500683994528,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618414 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1151,617904,Construction of Bypass road to Balangir town from km 72/400 Desing km 0/0 to km 79/800 Design km 11/670 of NH-26 in the State of Odisha.,MoRTH,Odisha,55.0,2.843621743864645,-4.412471731300769,44.40590809628013,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617904 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1152,618604,Aroor-Thuravoor Thekku,NHAI,Kerala,91.63,74.194902696829,2.007174256643108,30.4281690140844,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618604 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1153,617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,Power Grid Corporation of India Limited [POWERGRID],Gujarat,7.2,2.9996218241826247,1.4075188228417543,28.310937499999977,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617801 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1154,617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],Power Grid Corporation of India Limited [POWERGRID],Gujarat,7.2,2.998218271928567,-0.5570050584692983,32.37774294670839,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617391 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1155,617405,Jamnagar Transmission Limited,Adani Transmission Limited,Gujarat,24.0,17.45,-1.012530000000004,36.78082191780817,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617405 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1156,619134,6L of Ambala-Chandigarh greenfield section from Km. 0.000 to Km. 25.000 with 4L spur to Lalru from Km. 0.000 to Km. 5.828 & spur to PR-7 road from Km. 0.000 to Km. 11.157,NHAI,"Multi-States (Haryana, Punjab)",90.01,77.84315875394418,4.793507790894607,46.9726402188782,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619134 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1157,619136,Rehabilitation and Upgradation of Chorma - Bairgania Section of National Highway No 227F to 2 lane with paved shoulders from Design Ch.0.000 to Ch. 34.566,NHAI,Bihar,100.0,55.24083958217362,-6.240921444709965,29.502857142857223,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619136 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1158,619141,Construction of four lane access controlled highway from Chillakuru cross road to Turpu KanupurPart 1 of Package - II km 0.000 131.500 of NH - 16 to km 23.770 on New NH-516W including six lane flyover and approaches on NH-16 length km 1.050 and six lane access controlled from Turpu Kanupur to Port South Gate Part 2 of Package - II km 23.770 to km 35.015 on New NH-516W in the state of Andhra Pradesh on HAM Mode under Bharatmala Pariyojana Phase I,NHAI,Andhra Pradesh,55.53,41.53783846331868,-1.4034945614441254,29.00136798905608,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619141 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1159,619143,4L Access Controlled Greenfield Highway section on NH-163G Khammam Vijayawada from BrahmanapalliK village at Design Ch. 250.400 Km to Remidicherla village at Design Ch. 280.200 KmPackage-II,NHAI,"Multi-States (Andhra Pradesh, Telangana)",25.78,21.289088509824335,5.543153230590571,11.545205479452044,30,MEDIUM,[],Project 619143 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1160,617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,Power Grid Corporation of India Limited [POWERGRID],Jharkhand,96.4,89.4585425430859,11.852756140588946,6.595293660054617,30,MEDIUM,[],Project 617326 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1161,617957,Construction of Jasra Bypass with four lane paved shoulder configurationfrom Km 379.670 on NH-76New NH-35 to Km 18.00 on NH-27New NH-30 on EPC in the State of Uttar Pradesh.,MoRTH,Uttar Pradesh,91.85,0.0,0.4847478654309968,44.08014571948994,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617957 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1162,618967,Upgradation and Strengthening of Chenani to Nashri Section via Patnitop of NH244 from Km 0.000 to Km 39.100,NHAI,Jammu and Kashmir,64.88,59.733613502338514,-12.25560902867208,29.45068493150661,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618967 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1163,706775,BharatNet,Department of Telecommunications [DoT],PAN India,99.98,79.87316107283706,-20.126838927162936,24.641369736233216,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 706775 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1164,400277,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,West Bengal,87.0,100.23047746541722,9.852836903168251,13.42917874396122,30,MEDIUM,[],Project 400277 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1165,706835,Belgaum-Dharwad via Kittur [73.10Km],South Western Railway [SWR] - II,Karnataka,0.0,0.023884349465744813,-4.116769327466965,41.1930348258705,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 706835 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1166,400203,Dharamjaigarh-Korba,Railway,Chhattisgarh,43.7,47.01225225652643,25.41068188018164,0.0,30,MEDIUM,['Predicted cost overrun is high.'],Project 400203 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1167,618385,Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved shoulder on EPC basis under NHO Package-III- Balance Work,NHIDCL,Tripura,53.14,38.46815341397695,1.403829616465124,29.901098901098923,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618385 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1168,618387,Construction of 2-laning with Hard shoulder of Ukhrul Tolloi - Tadubi section of NH- 102A from Design Chainage km 9450 to km 50850 in the State of Manipur on EPC mode under NHO-NE Package-2,NHIDCL,Manipur,80.04,48.119106014024666,0.1868112888183417,37.878082191780834,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618387 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1169,618392,"Construction for Mitigation Measures of 5 Nos. Landslides, 5 Nos. Sinking Zones in between Ch. 433.00 to 450.00 BANERPANI VILLAGE on NH-07 on EPC mode in the state of Uttarakhand Package-2",NHIDCL,Uttarakhand,68.45,0.0,-0.5576182406409863,39.22120658135283,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618392 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1170,618623,4L Boregaon Buzurg to Shahpur Pkg I of Boregaon Buzurg to Muktainagar of NH 753L,NHAI,Madhya Pradesh,90.1,37.016159588399134,-19.347534183744788,40.046666666666766,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618623 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1171,618626,Four laning from Dive Ghat Km. 220.900 to Hadapsar Km. 234.150 of Mohol Alandi section Pkg VI of NH-965,NHAI,Maharashtra,70.01,17.25400234283483,-36.46233160874658,20.23835616438369,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618626 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1172,617250,Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Jharkhand,55.91,49.95413508424661,-0.0575483995558376,27.11037891268529,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617250 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1173,617253,Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Jharkhand,98.72,80.36861157603829,0.1510451130745815,49.35837245696394,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617253 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1174,617257,Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Jharkhand,68.07,55.3825062568746,-0.5252586440516694,21.73170731707309,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617257 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1175,617269,Transmission System for Strengthening to facilitate evacuation of power from Bhadla/Bikaner Complex,Power Grid Corporation of India Limited [POWERGRID],Uttar Pradesh,12.07,5.99595883652084,0.0139561110850947,43.65813528336368,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617269 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1176,617271,Eastern Region Expansion Scheme-43 [ERES-43],Power Grid Corporation of India Limited [POWERGRID],"Multi-States (Bihar, Odisha, West Bengal)",29.75,42.0000583617847,-0.1017245907380773,36.07326007326011,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617271 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1177,617967,Construction of Rudraprayag tunnel of length 900.30 MTR including approaches and one major bridge on river Alaknanda connecting NH-107/old-109 to NH-07old-58 on EPC mode in the state of Uttarakhand.,MoRTH,Uttarakhand,99.0,43.25075432745752,0.290495474035307,40.67434210526309,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617967 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1178,618949,4L of Basukinath- Deoghar Section of NH-114A,NHAI,Jharkhand,90.53,54.08598280897476,2.512104308829378,47.55905152758782,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618949 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1179,618954,Umagaon - Saharsa Package - I Combined Umagaon-Kaluahi0.000KM to 21.609Km of NH227LSaharghat-Rahika0.000 Km to 26.130KM of NH227JRahika-Rampatti 0.00 KM to 15.00KM of NH527ABideshwarsthan-Bheja0.000KM to 25.915KM of NH527A.,NHAI,Bihar,23.78,43.739478685853925,10.38873201194674,14.273326015367752,30,MEDIUM,[],Project 618954 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1180,618956,Construction of Major Bridge over Baghmati and Lakhandei River along with Approaches from Design km.16.500 to km.21.500,NHAI,Bihar,26.84,11.469627432510972,-21.426017596248283,22.89254385964928,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618956 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1181,618960,4 Lane Inner Ring Road around Allahabad City Pkg-2 Prayagraj Southern Bypass 43.200 - 50.860,NHAI,Uttar Pradesh,44.64,32.594318734528244,-18.08499393833806,39.308871851040486,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618960 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1182,617942,Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 including approaches on NH-66,MoRTH,Goa,99.08,0.0,-1.6529791413338877,21.42191780821933,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617942 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1183,618423,Construction of 2-Lane with hard shoulders of Merangkong-Tamlu-Mon MTM Road from existing Km 20.456 to Km 41.065 Design Km. 20 to Km. 40.0 Design Length- 20.000 Km in the State of Nagaland under SARDP-NE Phase-A Pkg-2 Balance work,NHIDCL,Nagaland,100.0,80.22614578988832,2.7534640159415944,45.690834473324216,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618423 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1184,705772,Mughalsarai - Allahabad - 3rd line 150 km,CAO/C/NCR NCR mor,Uttar Pradesh,77.0,76.5436013590034,5.238018120045346,5.023277042446315,30,MEDIUM,[],Project 705772 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1185,618367,Improvement and Widening to 2-lane with paved shoulder of road from design Km 72.000 Pati Chhari to design Km 107.654 Harina Total length 35.654 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-4,NHIDCL,Tripura,9.5,13.79144311459623,-2.032150226991303,24.17534246575357,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618367 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1186,618368,Improvement and Widening to 2-lane with paved shoulder of road from design Km 36.000 Rangamati to design Km 72.000 Pati Chhari Total length 36.000 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-3,NHIDCL,Tripura,14.7,27.312565210910723,2.0622745565658334,26.64794520547937,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618368 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1187,618369,Improvement and Widening to 2-lane with paved shoulder of road from existing Km 438.170 Khowai Chowmuhani to existing Km 439.410 South Pulinpur of NH-08 and from design Km 0.000 South Pulinpur to design Km 36.00 near Rangamati of NH 208 on Khowai Teliamura- Harina section Total length 37.24 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-2,NHIDCL,Tripura,60.7,45.93052448988907,-0.131160511860826,22.693150684931418,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618369 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1188,618370,Improvement and Widening to 2-lane with paved shoulder of road from Km 101.300 to km 127.319 Total Length 26.019 Km i.e. the Khowai Teliamura-Amarpur-Harina- Sabroom section of NH 208 in the state of Tripura on EPC under JICA ODA Loan Phase VI Package-1,NHIDCL,Tripura,63.15,61.45722358608552,-0.0490295984065845,32.41643835616435,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618370 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1189,618375,Improvement/Widening to 2-Lane with Paved Shoulder from design Km 45.760 to Km 63.530 between Shillong-Dawki under JICA ODA Loan assistance Phase-II -Balance work Pkg-4,NHIDCL,Meghalaya,53.43,9.514937936297727,-1.3393863212946868,35.85890410958918,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618375 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1190,618631,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 162.5 to Km. 203.100 in Raichur of NH-150C Pkg-IV,NHAI,"Multi-States (Karnataka, Telangana)",99.51,56.03075220206304,-0.7957765731165597,49.54385964912299,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618631 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1191,618636,Akkalkot MH/KN border New Greenfield corridor from Km 512.000 to Km 548.400 of NH-150C part of Akkalkot KN/TS Border section Package XIV,NHAI,"Multi-States (Karnataka, Maharashtra)",57.62,23.557906255699436,-8.309983585628277,30.743835616438474,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618636 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1192,618640,4L of Urga - Pathalgaon from Km. 70.200 to km. 157.745 of NH-130A,NHAI,Chhattisgarh,81.5,49.54893203024808,14.709892539689369,5.532894736842212,30,MEDIUM,[],Project 618640 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1193,706763,Rajkot-Kanalus 111.20 km,CAOCWR WR mor,Gujarat,90.0,102.51439041995967,24.207582964703917,0.0,30,MEDIUM,['Predicted cost overrun is high.'],Project 706763 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1194,705747,Parasnath-Madhuban-Giridih new line,East Central Railway [ECR] - I,Jharkhand,0.1,0.0,0.6271293445274295,44.99178981937606,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 705747 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1195,602792,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling.,SECR,Chhattisgarh,100.0,38.323654995730145,-0.9632877882152544,37.53644314868806,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 602792 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1196,618350,Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from Champak Nagar to Khayerpur section design Km 242500 to Km 261610 in the state of Tripura on EPC basis under NHO-NE,NHIDCL,Tripura,48.3,43.946733864836105,-2.0621293419936477,21.86986301369856,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618350 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1197,618354,Wideinig & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 96.870 near Jiri River to km 116.550 near Hangrum Package-7 on EPC mode Package7,NHIDCL,Assam,90.36,56.896388842965436,-0.3643159112915363,34.55205479452053,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618354 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1198,618649,4 Lane with PS from Des. Ch 228.500 to Des. Ch. 273.400 of Belgaum-Hungund- Raichur Section of NH 748 A Package-6,NHAI,Karnataka,53.8,32.04349396140111,-14.14790354291221,28.09452054794501,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618649 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
